,player,hits,team,def_rank,games_played,1_hits_count,2_hits_count,3_hits_count,4_hits_count
426,Anthony Volpe,0.0,CIN,13.0,1,0,0,0,0
427,Stuart Fairchild,0.0,NYY,6.0,1,0,0,0,0
428,Austin Wells,1.0,CIN,13.0,1,1,0,0,0
429,Luke Maile,0.0,NYY,6.0,1,0,0,0,0
430,Oswaldo Cabrera,0.0,CIN,13.0,1,0,0,0,0
431,Blake Dunn,0.0,NYY,6.0,1,0,0,0,0
432,DJ LeMahieu,0.0,CIN,13.0,1,0,0,0,0
433,Will Benson,0.0,NYY,6.0,1,0,0,0,0
434,Trent Grisham,1.0,CIN,13.0,1,1,0,0,0
435,Tyler Stephenson,0.0,NYY,6.0,1,0,0,0,0
436,J.D. Davis,0.0,CIN,13.0,1,0,0,0,0
437,George Springer,2.0,HOU,4.0,1,1,1,0,0
438,Danny Jansen,1.0,HOU,4.0,1,1,0,0,0
439,Vladimir Guerrero Jr.,1.0,HOU,4.0,1,1,0,0,0
440,Davis Schneider,2.0,TBR,9.0,1,1,1,0,0
441,Spencer Horwitz,3.0,HOU,4.0,1,1,1,1,0
442,Alejandro Kirk,1.0,HOU,4.0,1,1,0,0,0
443,Ernie Clement,0.0,HOU,4.0,1,0,0,0,0
444,Daulton Varsho,0.0,HOU,4.0,1,0,0,0,0
445,Trey Cabbage,0.0,LAD,7.0,1,0,0,0,0
446,Kevin Kiermaier,0.0,HOU,4.0,1,0,0,0,0
447,Jarren Duran,1.0,NYY,6.0,1,1,0,0,0
448,Addison Barger,0.0,HOU,4.0,1,0,0,0,0
449,Rafael Devers,0.0,NYY,6.0,1,0,0,0,0
450,Enmanuel Valdez,1.0,BAL,12.0,1,1,0,0,0
451,Ali Sanchez,0.0,CIN,13.0,1,0,0,0,0
452,Tommy Pham,1.0,CLE,2.0,1,1,0,0,0
453,Steven Kwan,3.0,KCR,15.0,1,1,1,1,0
454,Andrew Benintendi,1.0,CLE,2.0,1,1,0,0,0
455,Luis Robert Jr.,1.0,CLE,2.0,1,1,0,0,0
456,Gavin Sheets,1.0,CLE,2.0,1,1,0,0,0
457,Eloy Jimenez,1.0,CLE,2.0,1,1,0,0,0
458,Jhonkensy Noel,1.0,BAL,12.0,1,1,0,0,0
459,Paul DeJong,1.0,CLE,2.0,1,1,0,0,0
460,Andres Gimenez,1.0,KCR,15.0,1,1,0,0,0
461,Nicky Lopez,0.0,CLE,2.0,1,0,0,0,0
462,Lenyn Sosa,2.0,CLE,2.0,1,1,1,0,0
463,Korey Lee,0.0,CLE,2.0,1,0,0,0,0
464,Willi Castro,0.0,DET,5.0,1,0,0,0,0
465,Carlos Correa,1.0,DET,5.0,1,1,0,0,0
466,Kyle Farmer,1.0,DET,5.0,1,1,0,0,0
467,Trevor Larnach,0.0,DET,5.0,1,0,0,0,0
468,Jose Miranda,5.0,DET,5.0,1,1,1,1,1
469,Ryan Jeffers,3.0,DET,5.0,1,1,1,1,0
470,Max Kepler,2.0,DET,5.0,1,1,1,0,0
471,Manuel Margot,1.0,ATL,8.0,1,1,0,0,0
472,Bryson Stott,1.0,CHC,14.0,1,1,0,0,0
473,Brooks Lee,1.0,DET,5.0,1,1,0,0,0
474,Trea Turner,1.0,CHC,14.0,1,1,0,0,0
475,Austin Martin,0.0,DET,5.0,1,0,0,0,0
476,Alec Bohm,0.0,CHC,14.0,1,0,0,0,0
477,Brandon Marsh,1.0,CHC,14.0,1,1,0,0,0
478,Nick Castellanos,2.0,CHC,14.0,1,1,1,0,0
479,Kody Clemens,1.0,TBR,9.0,1,1,0,0,0
480,David Dahl,0.0,CHC,14.0,1,0,0,0,0
481,Josh Rojas,0.0,CHC,14.0,1,0,0,0,0
482,Garrett Stubbs,0.0,CHC,14.0,1,0,0,0,0
483,David Bote,1.0,SEA,1.0,1,1,0,0,0
484,Josh Smith,2.0,SDP,11.0,1,1,1,0,0
485,Corey Seager,2.0,SDP,11.0,1,1,1,0,0
486,Nathaniel Lowe,0.0,SDP,11.0,1,0,0,0,0
487,Adolis Garcia,0.0,SDP,11.0,1,0,0,0,0
488,Wyatt Langford,1.0,SDP,11.0,1,1,0,0,0
489,Leody Taveras,1.0,SDP,11.0,1,1,0,0,0
490,Travis Jankowski,0.0,SDP,11.0,1,0,0,0,0
491,Andrew Knizner,0.0,SDP,11.0,1,0,0,0,0
492,Jonah Heim,0.0,SDP,11.0,1,0,0,0,0
493,Jonathan Ornelas,0.0,SDP,11.0,1,0,0,0,0
494,Gunnar Henderson,3.0,SEA,1.0,1,1,1,1,0
495,Heston Kjerstad,1.0,SEA,1.0,1,1,0,0,0
496,J.P. Crawford,2.0,BAL,12.0,1,1,1,0,0
497,Ryan O'Hearn,0.0,SEA,1.0,1,0,0,0,0
498,Mitch Garver,1.0,BAL,12.0,1,1,0,0,0
499,Anthony Santander,1.0,SEA,1.0,1,1,0,0,0
500,Cal Raleigh,0.0,BAL,12.0,1,0,0,0,0
501,Jordan Westburg,1.0,SEA,1.0,1,1,0,0,0
502,Luke Raley,0.0,BAL,12.0,1,0,0,0,0
503,Colton Cowser,0.0,CIN,13.0,1,0,0,0,0
504,Julio Rodriguez,2.0,BAL,12.0,1,1,1,0,0
505,Cedric Mullins,2.0,SEA,1.0,1,1,1,0,0
506,Ty France,1.0,BAL,12.0,1,1,0,0,0
507,Jorge Mateo,0.0,SEA,1.0,1,0,0,0,0
508,Josh Rojas,1.0,BAL,12.0,1,1,0,0,0
509,James McCann,2.0,SEA,1.0,1,1,1,0,0
510,Mitch Haniger,0.0,BAL,12.0,1,0,0,0,0
511,Jorge Soler,0.0,ATL,8.0,1,0,0,0,0
512,Ryan Bliss,0.0,BAL,12.0,1,0,0,0,0
513,LaMonte Wade Jr.,2.0,ATL,8.0,1,1,1,0,0
514,Jarred Kelenic,1.0,ATL,8.0,1,1,0,0,0
515,Heliot Ramos,2.0,ATL,8.0,1,1,1,0,0
516,Patrick Bailey,0.0,ATL,8.0,1,0,0,0,0
517,Matt Chapman,2.0,ATL,8.0,1,1,1,0,0
518,Michael Conforto,0.0,ATL,8.0,1,0,0,0,0
519,Mike Yastrzemski,0.0,ATL,8.0,1,0,0,0,0
520,Brett Wisely,0.0,ATL,8.0,1,0,0,0,0
521,Nick Ahmed,0.0,ATL,8.0,1,0,0,0,0
522,Charlie Blackmon,2.0,MIL,10.0,1,1,1,0,0
523,Ezequiel Tovar,0.0,MIL,10.0,1,0,0,0,0
524,Ryan McMahon,1.0,MIL,10.0,1,1,0,0,0
525,Willy Adames,0.0,SDP,11.0,1,0,0,0,0
526,Elias Diaz,1.0,MIL,10.0,1,1,0,0,0
527,Brendan Rodgers,0.0,MIL,10.0,1,0,0,0,0
528,Jake Cave,1.0,MIL,10.0,1,1,0,0,0
529,Nolan Jones,1.0,MIL,10.0,1,1,0,0,0
530,Michael Toglia,1.0,MIL,10.0,1,1,0,0,0
531,Sam Hilliard,1.0,MIL,10.0,1,1,0,0,0
532,Nick Loftin,1.0,TBR,9.0,1,1,0,0,0
533,Bobby Witt Jr.,3.0,CIN,13.0,1,1,1,1,0
534,Richie Palacios,1.0,KCR,15.0,1,1,0,0,0
535,Vinnie Pasquantino,1.0,CHC,14.0,1,1,0,0,0
536,Amed Rosario,2.0,KCR,15.0,1,1,1,0,0
537,Salvador Perez,0.0,TBR,9.0,1,0,0,0,0
538,Isaac Paredes,1.0,KCR,15.0,1,1,0,0,0
539,Michael Massey,1.0,SEA,1.0,1,1,0,0,0
540,Brandon Lowe,3.0,KCR,15.0,1,1,1,1,0
541,Hunter Renfroe,2.0,TBR,9.0,1,1,1,0,0
542,Randy Arozarena,1.0,KCR,15.0,1,1,0,0,0
543,MJ Melendez,0.0,TBR,9.0,1,0,0,0,0
544,Josh Lowe,1.0,KCR,15.0,1,1,0,0,0
545,Garrett Hampson,1.0,TBR,9.0,1,1,0,0,0
546,Jose Siri,0.0,KCR,15.0,1,0,0,0,0
547,Freddy Fermin,1.0,TBR,9.0,1,1,0,0,0
548,Taylor Walls,1.0,KCR,15.0,1,1,0,0,0
549,Kyle Isbel,0.0,TBR,9.0,1,0,0,0,0
550,Jonny DeLuca,3.0,KCR,15.0,1,1,1,1,0
551,Maikel Garcia,0.0,TBR,9.0,1,0,0,0,0
552,Ben Rortvedt,2.0,KCR,15.0,1,1,1,0,0
553,Jose Caballero,1.0,KCR,15.0,1,1,0,0,0
554,Corbin Carroll,1.0,LAD,7.0,1,1,0,0,0
555,Ketel Marte,2.0,LAD,7.0,1,1,1,0,0
556,Joc Pederson,1.0,LAD,7.0,1,1,0,0,0
557,Randal Grichuk,1.0,LAD,7.0,1,1,0,0,0
558,Christian Walker,2.0,HOU,4.0,1,1,1,0,0
559,Gabriel Moreno,3.0,LAD,7.0,1,1,1,1,0
560,Eugenio Suarez,0.0,LAD,7.0,1,0,0,0,0
561,Kevin Newman,0.0,BAL,12.0,1,0,0,0,0
562,Alek Thomas,1.0,LAD,7.0,1,1,0,0,0
563,Geraldo Perdomo,0.0,ATL,8.0,1,0,0,0,0
564,Taylor Ward,1.0,CHC,14.0,1,1,0,0,0
565,Nolan Schanuel,0.0,CHC,14.0,1,0,0,0,0
566,Kevin Pillar,0.0,CHC,14.0,1,0,0,0,0
567,Logan O'Hoppe,0.0,CHC,14.0,1,0,0,0,0
568,Brandon Drury,0.0,CHC,14.0,1,0,0,0,0
569,Zach Neto,0.0,TBR,9.0,1,0,0,0,0
570,Miguel Sano,0.0,CHC,14.0,1,0,0,0,0
571,Keston Hiura,1.0,CHC,14.0,1,1,0,0,0
572,Joshua Palacios,1.0,NYM,3.0,1,1,0,0,0
573,Jo Adell,0.0,CHC,14.0,1,0,0,0,0
574,Bryan Reynolds,4.0,NYM,3.0,1,1,1,1,1
575,Oneil Cruz,2.0,NYM,3.0,1,1,1,0,0
576,Rowdy Tellez,2.0,NYM,3.0,1,1,1,0,0
577,Nick Gonzales,0.0,HOU,4.0,1,0,0,0,0
578,Jack Suwinski,1.0,NYM,3.0,1,1,0,0,0
579,Ke'Bryan Hayes,0.0,NYM,3.0,1,0,0,0,0
580,Jared Triolo,0.0,NYM,3.0,1,0,0,0,0
581,Yasmani Grandal,2.0,NYM,3.0,1,1,1,0,0
582,Michael A. Taylor,4.0,NYM,3.0,1,1,1,1,1
583,James Wood,1.0,MIL,10.0,1,1,0,0,0
584,Alec Burleson,1.0,CLE,2.0,1,1,0,0,0
585,Paul Goldschmidt,1.0,NYM,3.0,1,1,0,0,0
586,Riley Adams,0.0,TBR,9.0,1,0,0,0,0
587,Jarren Duran,1.0,NYY,6.0,1,1,0,0,0
588,Rob Refsnyder,0.0,NYY,6.0,1,0,0,0,0
589,Wilyer Abreu,0.0,NYY,6.0,1,0,0,0,0
590,Tyler O'Neill,0.0,NYY,6.0,1,0,0,0,0
591,Rafael Devers,0.0,NYY,6.0,1,0,0,0,0
592,Connor Wong,0.0,NYY,6.0,1,0,0,0,0
593,Romy Gonzalez,2.0,NYY,6.0,1,1,1,0,0
594,Dominic Smith,1.0,NYY,6.0,1,1,0,0,0
595,Anthony Volpe,1.0,CIN,13.0,1,1,0,0,0
596,Masataka Yoshida,1.0,NYY,6.0,1,1,0,0,0
597,Enmanuel Valdez,2.0,NYY,6.0,1,1,1,0,0
598,David Hamilton,0.0,NYY,6.0,1,0,0,0,0
599,Jazz Chisholm Jr.,2.0,KCR,15.0,1,1,1,0,0
600,Ceddanne Rafaela,1.0,NYY,6.0,1,1,0,0,0
601,Tommy Pham,2.0,NYY,6.0,1,1,1,0,0
602,Emmanuel Rivera,0.0,BAL,12.0,1,0,0,0,0
603,Andrew Vaughn,0.0,NYY,6.0,1,0,0,0,0
604,Jake Burger,0.0,KCR,15.0,1,0,0,0,0
605,Eloy Jimenez,1.0,BAL,12.0,1,1,0,0,0
606,Jorge Soler,1.0,CLE,2.0,1,1,0,0,0
607,Steven Kwan,1.0,ATL,8.0,1,1,0,0,0
608,LaMonte Wade Jr.,0.0,CLE,2.0,1,0,0,0,0
609,Heliot Ramos,2.0,CLE,2.0,1,1,1,0,0
610,Patrick Bailey,0.0,CLE,2.0,1,0,0,0,0
611,Matt Chapman,0.0,CLE,2.0,1,0,0,0,0
612,Michael Conforto,2.0,CLE,2.0,1,1,1,0,0
613,Mike Yastrzemski,0.0,CLE,2.0,1,0,0,0,0
614,Brett Wisely,0.0,CLE,2.0,1,0,0,0,0
615,Nick Ahmed,1.0,CLE,2.0,1,1,0,0,0
616,Brayan Rocchio,1.0,SDP,11.0,1,1,0,0,0
617,Matt Vierling,2.0,CIN,13.0,1,1,1,0,0
618,Bo Naylor,0.0,SDP,11.0,1,0,0,0,0
619,Colt Keith,2.0,CIN,13.0,1,1,1,0,0
620,Jonathan India,1.0,DET,5.0,1,1,0,0,0
621,Riley Greene,3.0,CIN,13.0,1,1,1,1,0
622,Elly De La Cruz,1.0,DET,5.0,1,1,0,0,0
623,Carson Kelly,1.0,CIN,13.0,1,1,0,0,0
624,Jeimer Candelario,1.0,DET,5.0,1,1,0,0,0
625,Wenceel Perez,1.0,CIN,13.0,1,1,0,0,0
626,Justyn-Henry Malloy,1.0,CIN,13.0,1,1,0,0,0
627,Nick Martini,1.0,DET,5.0,1,1,0,0,0
628,Gio Urshela,0.0,CIN,13.0,1,0,0,0,0
629,Blake Dunn,0.0,DET,5.0,1,0,0,0,0
630,Parker Meadows,1.0,CIN,13.0,1,1,0,0,0
631,Tyler Stephenson,0.0,ATL,8.0,1,0,0,0,0
632,Ryan Kreidler,0.0,CIN,13.0,1,0,0,0,0
633,Noelvi Marte,1.0,DET,5.0,1,1,0,0,0
634,Bryson Stott,1.0,ATL,8.0,1,1,0,0,0
635,Will Benson,0.0,DET,5.0,1,0,0,0,0
636,Trea Turner,2.0,ATL,8.0,1,1,1,0,0
637,Santiago Espinal,0.0,DET,5.0,1,0,0,0,0
638,Alec Bohm,3.0,ATL,8.0,1,1,1,1,0
639,Stuart Fairchild,0.0,DET,5.0,1,0,0,0,0
640,Nick Castellanos,2.0,ATL,8.0,1,1,1,0,0
641,Edmundo Sosa,1.0,ATL,8.0,1,1,0,0,0
642,Whit Merrifield,1.0,ATL,8.0,1,1,0,0,0
643,Rafael Marchan,2.0,ATL,8.0,1,1,1,0,0
644,Josh Rojas,2.0,ATL,8.0,1,1,1,0,0
645,Cristian Pache,1.0,ATL,8.0,1,1,0,0,0
646,Travis d'Arnaud,1.0,ATL,8.0,1,1,0,0,0
647,Orlando Arcia,1.0,SEA,1.0,1,1,0,0,0
648,Marcus Semien,1.0,TBR,9.0,1,1,0,0,0
649,Corey Seager,1.0,TBR,9.0,1,1,0,0,0
650,Nathaniel Lowe,1.0,CHC,14.0,1,1,0,0,0
651,Adolis Garcia,0.0,TBR,9.0,1,0,0,0,0
652,Wyatt Langford,1.0,SEA,1.0,1,1,0,0,0
653,Jonah Heim,2.0,TBR,9.0,1,1,1,0,0
654,Leody Taveras,1.0,TBR,9.0,1,1,0,0,0
655,Derek Hill,1.0,TBR,9.0,1,1,0,0,0
656,Jonathan Ornelas,2.0,TBR,9.0,1,1,1,0,0
657,Willi Castro,0.0,HOU,4.0,1,0,0,0,0
658,Carlos Correa,1.0,HOU,4.0,1,1,0,0,0
659,Trevor Larnach,0.0,HOU,4.0,1,0,0,0,0
660,Manuel Margot,0.0,HOU,4.0,1,0,0,0,0
661,Jose Miranda,4.0,HOU,4.0,1,1,1,1,1
662,Austin Martin,1.0,TBR,9.0,1,1,0,0,0
663,Carlos Santana,1.0,HOU,4.0,1,1,0,0,0
664,Kyle Farmer,0.0,HOU,4.0,1,0,0,0,0
665,Max Kepler,3.0,HOU,4.0,1,1,1,1,0
666,Brooks Lee,3.0,HOU,4.0,1,1,1,1,0
667,Christian Vazquez,2.0,HOU,4.0,1,1,1,0,0
668,Ezequiel Tovar,0.0,KCR,15.0,1,0,0,0,0
669,Brendan Rodgers,2.0,KCR,15.0,1,1,1,0,0
670,Salvador Perez,1.0,SDP,11.0,1,1,0,0,0
671,Aaron Schunk,0.0,KCR,15.0,1,0,0,0,0
672,Ryan McMahon,1.0,KCR,15.0,1,1,0,0,0
673,Elias Diaz,1.0,KCR,15.0,1,1,0,0,0
674,Sam Hilliard,0.0,KCR,15.0,1,0,0,0,0
675,Brenton Doyle,3.0,KCR,15.0,1,1,1,1,0
676,Jacob Stallings,0.0,KCR,15.0,1,0,0,0,0
677,Corbin Carroll,2.0,SDP,11.0,1,1,1,0,0
678,Nolan Jones,0.0,KCR,15.0,1,0,0,0,0
679,Jose Herrera,0.0,SDP,11.0,1,0,0,0,0
680,Michael Toglia,1.0,KCR,15.0,1,1,0,0,0
681,Ketel Marte,0.0,SDP,11.0,1,0,0,0,0
682,Hunter Goodman,0.0,KCR,15.0,1,0,0,0,0
683,Randal Grichuk,1.0,SDP,11.0,1,1,0,0,0
684,Jake Cave,0.0,KCR,15.0,1,0,0,0,0
685,Paul Sewald,0.0,SDP,11.0,1,0,0,0,0
686,Joc Pederson,2.0,SDP,11.0,1,1,1,0,0
687,Kevin Newman,1.0,SDP,11.0,1,1,0,0,0
688,Christian Walker,0.0,SDP,11.0,1,0,0,0,0
689,Lourdes Gurriel Jr.,2.0,SDP,11.0,1,1,1,0,0
690,Gabriel Moreno,1.0,SDP,11.0,1,1,0,0,0
691,Eugenio Suarez,1.0,SDP,11.0,1,1,0,0,0
692,Jake McCarthy,0.0,SDP,11.0,1,0,0,0,0
693,Alek Thomas,1.0,SDP,11.0,1,1,0,0,0
694,Geraldo Perdomo,1.0,SDP,11.0,1,1,0,0,0
695,JJ Bleday,1.0,BAL,12.0,1,1,0,0,0
696,Miguel Andujar,1.0,BAL,12.0,1,1,0,0,0
697,Brent Rooker,0.0,BAL,12.0,1,0,0,0,0
698,Tyler Soderstrom,0.0,BAL,12.0,1,0,0,0,0
699,Shea Langeliers,1.0,BAL,12.0,1,1,0,0,0
700,Lawrence Butler,0.0,BAL,12.0,1,0,0,0,0
701,Brett Harris,0.0,BAL,12.0,1,0,0,0,0
702,Max Schuemann,1.0,BAL,12.0,1,1,0,0,0
703,Spencer Horwitz,1.0,SEA,1.0,1,1,0,0,0
704,Bo Bichette,0.0,SEA,1.0,1,0,0,0,0
705,Vladimir Guerrero Jr.,0.0,SEA,1.0,1,0,0,0,0
706,Danny Jansen,0.0,SEA,1.0,1,0,0,0,0
707,Daulton Varsho,0.0,SEA,1.0,1,0,0,0,0
708,Davis Schneider,0.0,SEA,1.0,1,0,0,0,0
709,Addison Barger,0.0,SEA,1.0,1,0,0,0,0
710,Ernie Clement,0.0,CIN,13.0,1,0,0,0,0
711,Dominic Canzone,0.0,LAD,7.0,1,0,0,0,0
712,Kevin Kiermaier,1.0,SEA,1.0,1,1,0,0,0
713,George Springer,0.0,SEA,1.0,1,0,0,0,0
714,Brice Turang,1.0,LAD,7.0,1,1,0,0,0
715,Shohei Ohtani,0.0,MIL,10.0,1,0,0,0,0
716,William Contreras,0.0,LAD,7.0,1,0,0,0,0
717,Will Smith,3.0,MIL,10.0,1,1,1,1,0
718,Christian Yelich,0.0,LAD,7.0,1,0,0,0,0
719,Freddie Freeman,2.0,MIL,10.0,1,1,1,0,0
720,Willy Adames,1.0,LAD,7.0,1,1,0,0,0
721,Teoscar Hernandez,2.0,MIL,10.0,1,1,1,0,0
722,Garrett Mitchell,0.0,LAD,7.0,1,0,0,0,0
723,Andy Pages,1.0,MIL,10.0,1,1,0,0,0
724,Rhys Hoskins,1.0,LAD,7.0,1,1,0,0,0
725,Miguel Rojas,0.0,MIL,10.0,1,0,0,0,0
726,Miguel Vargas,2.0,MIL,10.0,1,1,1,0,0
727,Jackson Chourio,1.0,BAL,12.0,1,1,0,0,0
728,Ryan O'Hearn,0.0,MIL,10.0,1,0,0,0,0
729,Andruw Monasterio,0.0,LAD,7.0,1,0,0,0,0
730,Gavin Lux,0.0,MIL,10.0,1,0,0,0,0
731,Jarren Duran,0.0,NYY,6.0,1,0,0,0,0
732,Chris Taylor,0.0,MIL,10.0,1,0,0,0,0
733,David Hamilton,1.0,NYY,6.0,1,1,0,0,0
734,Romy Gonzalez,0.0,NYY,6.0,1,0,0,0,0
735,Wilyer Abreu,0.0,NYY,6.0,1,0,0,0,0
736,Rob Refsnyder,0.0,NYY,6.0,1,0,0,0,0
737,Rafael Devers,2.0,NYY,6.0,1,1,1,0,0
738,Connor Wong,0.0,NYY,6.0,1,0,0,0,0
739,Enmanuel Valdez,1.0,NYY,6.0,1,1,0,0,0
740,Masataka Yoshida,1.0,NYY,6.0,1,1,0,0,0
741,Reese McGuire,2.0,NYY,6.0,1,1,1,0,0
742,Dominic Smith,1.0,NYY,6.0,1,1,0,0,0
743,Ceddanne Rafaela,0.0,NYY,6.0,1,0,0,0,0
744,DJ LeMahieu,2.0,CIN,13.0,1,1,1,0,0
745,Willi Castro,3.0,HOU,4.0,1,1,1,1,0
746,Carlos Correa,1.0,HOU,4.0,1,1,0,0,0
747,Trevor Larnach,1.0,HOU,4.0,1,1,0,0,0
748,Jose Miranda,2.0,HOU,4.0,1,1,1,0,0
749,Carlos Santana,1.0,TBR,9.0,1,1,0,0,0
750,Max Kepler,2.0,HOU,4.0,1,1,1,0,0
751,Byron Buxton,2.0,HOU,4.0,1,1,1,0,0
752,Ryan Jeffers,1.0,HOU,4.0,1,1,0,0,0
753,Brooks Lee,1.0,HOU,4.0,1,1,0,0,0
754,Nolan Schanuel,2.0,CHC,14.0,1,1,1,0,0
755,Keston Hiura,2.0,CHC,14.0,1,1,1,0,0
756,Taylor Ward,1.0,CHC,14.0,1,1,0,0,0
757,Willie Calhoun,1.0,CHC,14.0,1,1,0,0,0
758,Logan O'Hoppe,2.0,CHC,14.0,1,1,1,0,0
759,Mickey Moniak,1.0,CHC,14.0,1,1,0,0,0
760,Zach Neto,1.0,CHC,14.0,1,1,0,0,0
761,Luis Guillorme,1.0,CHC,14.0,1,1,0,0,0
762,Jo Adell,1.0,CHC,14.0,1,1,0,0,0
763,Andrew McCutchen,0.0,NYM,3.0,1,0,0,0,0
764,Bryan Reynolds,2.0,NYM,3.0,1,1,1,0,0
765,Ke'Bryan Hayes,0.0,NYM,3.0,1,0,0,0,0
766,Connor Joe,0.0,NYM,3.0,1,0,0,0,0
767,Jack Suwinski,0.0,NYM,3.0,1,0,0,0,0
768,Nick Gonzales,1.0,NYM,3.0,1,1,0,0,0
769,Joshua Palacios,1.0,NYM,3.0,1,1,0,0,0
770,Joey Bart,0.0,NYM,3.0,1,0,0,0,0
771,Michael A. Taylor,0.0,NYM,3.0,1,0,0,0,0
772,Rowdy Tellez,1.0,NYM,3.0,1,1,0,0,0
773,Lane Thomas,2.0,MIL,10.0,1,1,1,0,0
774,William Contreras,1.0,CLE,2.0,1,1,0,0,0
775,Nolan Arenado,2.0,NYM,3.0,1,1,1,0,0
776,Juan Yepez,2.0,TBR,9.0,1,1,1,0,0
777,Marcus Semien,1.0,TBR,9.0,1,1,0,0,0
778,Corey Seager,2.0,SEA,1.0,1,1,1,0,0
779,Nathaniel Lowe,1.0,CIN,13.0,1,1,0,0,0
780,Adolis Garcia,0.0,TBR,9.0,1,0,0,0,0
781,Wyatt Langford,0.0,CHC,14.0,1,0,0,0,0
782,Travis Jankowski,0.0,TBR,9.0,1,0,0,0,0
783,Jonah Heim,1.0,TBR,9.0,1,1,0,0,0
784,Leody Taveras,2.0,TBR,9.0,1,1,1,0,0
785,Andrew Knizner,1.0,TBR,9.0,1,1,0,0,0
786,Jonathan Ornelas,0.0,TBR,9.0,1,0,0,0,0
787,Daz Cameron,0.0,BAL,12.0,1,0,0,0,0
788,Miguel Andujar,3.0,BAL,12.0,1,1,1,1,0
789,Lawrence Butler,0.0,BAL,12.0,1,0,0,0,0
790,Brent Rooker,3.0,BAL,12.0,1,1,1,1,0
791,Kyle McCann,1.0,BAL,12.0,1,1,0,0,0
792,Shea Langeliers,2.0,BAL,12.0,1,1,1,0,0
793,Armando Alvarez,0.0,BAL,12.0,1,0,0,0,0
794,Zack Gelof,1.0,BAL,12.0,1,1,0,0,0
795,Tyler Nevin,3.0,BAL,12.0,1,1,1,1,0
796,Brett Harris,3.0,BAL,12.0,1,1,1,1,0
797,Jazz Chisholm Jr.,0.0,KCR,15.0,1,0,0,0,0
798,Tommy Pham,1.0,NYY,6.0,1,1,0,0,0
799,Jonah Bride,0.0,BAL,12.0,1,0,0,0,0
800,Xavier Edwards,2.0,KCR,15.0,1,1,1,0,0
801,Gavin Sheets,1.0,BAL,12.0,1,1,0,0,0
802,Jonathan India,1.0,DET,5.0,1,1,0,0,0
803,Andrew Vaughn,1.0,NYY,6.0,1,1,0,0,0
804,Elly De La Cruz,0.0,DET,5.0,1,0,0,0,0
805,Jeimer Candelario,1.0,DET,5.0,1,1,0,0,0
806,Nick Martini,1.0,DET,5.0,1,1,0,0,0
807,Tyler Stephenson,1.0,DET,5.0,1,1,0,0,0
808,Matt Vierling,0.0,CIN,13.0,1,0,0,0,0
809,Colt Keith,1.0,CIN,13.0,1,1,0,0,0
810,Will Benson,0.0,DET,5.0,1,0,0,0,0
811,Andy Ibanez,0.0,CIN,13.0,1,0,0,0,0
812,Blake Dunn,0.0,ATL,8.0,1,0,0,0,0
813,Mark Canha,1.0,CIN,13.0,1,1,0,0,0
814,Edwin Rios,0.0,DET,5.0,1,0,0,0,0
815,Zach McKinstry,0.0,CIN,13.0,1,0,0,0,0
816,Santiago Espinal,0.0,DET,5.0,1,0,0,0,0
817,Riley Greene,0.0,CIN,13.0,1,0,0,0,0
818,Stuart Fairchild,0.0,DET,5.0,1,0,0,0,0
819,Carson Kelly,1.0,CIN,13.0,1,1,0,0,0
820,Steven Kwan,2.0,ATL,8.0,1,1,1,0,0
821,Justyn-Henry Malloy,0.0,CIN,13.0,1,0,0,0,0
822,Angel Martinez,0.0,BAL,12.0,1,0,0,0,0
823,Gio Urshela,1.0,CIN,13.0,1,1,0,0,0
824,Parker Meadows,2.0,CIN,13.0,1,1,1,0,0
825,Ryan Kreidler,0.0,CIN,13.0,1,0,0,0,0
826,Wenceel Perez,1.0,CIN,13.0,1,1,0,0,0
827,Jorge Soler,1.0,CLE,2.0,1,1,0,0,0
828,Austin Slater,1.0,CLE,2.0,1,1,0,0,0
829,Mike Yastrzemski,0.0,CLE,2.0,1,0,0,0,0
830,Heliot Ramos,1.0,CLE,2.0,1,1,0,0,0
831,Brayan Rocchio,0.0,SDP,11.0,1,0,0,0,0
832,Matt Chapman,1.0,CLE,2.0,1,1,0,0,0
833,Luis Matos,0.0,CLE,2.0,1,0,0,0,0
834,Michael Conforto,1.0,CLE,2.0,1,1,0,0,0
835,Tyler Fitzgerald,1.0,CLE,2.0,1,1,0,0,0
836,Curt Casali,0.0,CLE,2.0,1,0,0,0,0
837,Nick Ahmed,0.0,CLE,2.0,1,0,0,0,0
838,LaMonte Wade Jr.,0.0,CLE,2.0,1,0,0,0,0
839,Brett Wisely,0.0,CLE,2.0,1,0,0,0,0
840,George Springer,2.0,SEA,1.0,1,1,1,0,0
841,Spencer Horwitz,0.0,SEA,1.0,1,0,0,0,0
842,Mitch Haniger,1.0,LAD,7.0,1,1,0,0,0
843,Davis Schneider,0.0,SEA,1.0,1,0,0,0,0
844,Dylan Moore,1.0,LAD,7.0,1,1,0,0,0
845,Vladimir Guerrero Jr.,2.0,SEA,1.0,1,1,1,0,0
846,Shohei Ohtani,2.0,MIL,10.0,1,1,1,0,0
847,Bo Bichette,1.0,SEA,1.0,1,1,0,0,0
848,Will Smith,1.0,MIL,10.0,1,1,0,0,0
849,Danny Jansen,0.0,CIN,13.0,1,0,0,0,0
850,Freddie Freeman,1.0,MIL,10.0,1,1,0,0,0
851,Daulton Varsho,1.0,SEA,1.0,1,1,0,0,0
